CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Location,Processing Date,email
065278,PELICAN POINTE HEALTH AND REHABILITATION CENTER,710 3RD ST,WINDSOR,CO,80550,"710 3RD ST,WINDSOR,CO,80550",2026-04-01,
065285,SILVER HEIGHTS SKILLED NURSING AND REHABILITATION,4001 HOME ST,CASTLE ROCK,CO,80108,"4001 HOME ST,CASTLE ROCK,CO,80108",2026-04-01,
065286,EAGLE RIDGE POST ACUTE,2425 TELLER AVE,GRAND JUNCTION,CO,81501,"2425 TELLER AVE,GRAND JUNCTION,CO,81501",2026-04-01,
065292,"REHABILITATION CENTER AT SANDALWOOD, THE",3835 HARLAN ST,WHEAT RIDGE,CO,80033,"3835 HARLAN ST,WHEAT RIDGE,CO,80033",2026-04-01,
065294,LAMAR ESTATES NURSING CENTER,205 S 10TH ST,LAMAR,CO,81052,"205 S 10TH ST,LAMAR,CO,81052",2026-04-01,
065297,ALLISON CARE CENTER,1660 ALLISON ST,LAKEWOOD,CO,80214,"1660 ALLISON ST,LAKEWOOD,CO,80214",2026-04-01,
065298,HARMONY POINTE CARE CENTER,1655 YARROW ST,LAKEWOOD,CO,80214,"1655 YARROW ST,LAKEWOOD,CO,80214",2026-04-01,
065299,PARKVIEW CARE CENTER,3105 W ARKANSAS AVE,DENVER,CO,80219,"3105 W ARKANSAS AVE,DENVER,CO,80219",2026-04-01,
065302,REGENT PARK NURSING AND REHABILITATION,816 S INTEROCEAN AVE,HOLYOKE,CO,80734,"816 S INTEROCEAN AVE,HOLYOKE,CO,80734",2026-04-01,
065306,"VALLEY REHABILITATION AND HEALTHCARE CENTER, THE",211 E 3RD AVE,MANCOS,CO,81328,"211 E 3RD AVE,MANCOS,CO,81328",2026-04-01,
065307,MANTEY HEIGHTS REHABILITATION & CARE CENTER,2825 PATTERSON RD,GRAND JUNCTION,CO,81506,"2825 PATTERSON RD,GRAND JUNCTION,CO,81506",2026-04-01,
065309,WASHINGTON COUNTY NURSING HOME,599 W GREENHOUSE DR,AKRON,CO,80720,"599 W GREENHOUSE DR,AKRON,CO,80720",2026-04-01,
065312,CROWLEY COUNTY NURSING CENTER,401 IDAHO AVE,ORDWAY,CO,81063,"401 IDAHO AVE,ORDWAY,CO,81063",2026-04-01,
065316,HILLCREST CARE CENTER,360 CANYON RIDGE DR,WRAY,CO,80758,"360 CANYON RIDGE DR,WRAY,CO,80758",2026-04-01,
065324,FRASIER MEADOWS HEALTH CARE CENTER,4950 THUNDERBIRD DR,BOULDER,CO,80303,"4950 THUNDERBIRD DR,BOULDER,CO,80303",2026-04-01,
065325,MOUNT ST FRANCIS NURSING CENTER,7550 ASSISI HTS,COLORADO SPRINGS,CO,80919,"7550 ASSISI HTS,COLORADO SPRINGS,CO,80919",2026-04-01,
065327,JUNIPER VILLAGE - THE SPEARLY CENTER,2205 W 29TH AVE,DENVER,CO,80211,"2205 W 29TH AVE,DENVER,CO,80211",2026-04-01,
065330,ARBOR VIEW CARE CENTER,7991 W 71ST AVE,ARVADA,CO,80004,"7991 W 71ST AVE,ARVADA,CO,80004",2026-04-01,
065331,Larchwood Inn,2845 N 15TH ST,GRAND JUNCTION,CO,81506,"2845 N 15TH ST,GRAND JUNCTION,CO,81506",2026-04-01,
065332,LIFE CARE CENTER OF AURORA,14101 E EVANS AVE,AURORA,CO,80014,"14101 E EVANS AVE,AURORA,CO,80014",2026-04-01,
065337,UNIVERSITY HEIGHTS CARE CENTER,656 DILLON WAY,AURORA,CO,80011,"656 DILLON WAY,AURORA,CO,80011",2026-04-01,
065344,"SUITES AT CLERMONT PARK CARE CENTER, THE",2480 S CLERMONT ST,DENVER,CO,80222,"2480 S CLERMONT ST,DENVER,CO,80222",2026-04-01,
065345,"SUITES AT SOMEREN GLEN CARE CENTER, THE",5000 E ARAPAHOE RD,CENTENNIAL,CO,80122,"5000 E ARAPAHOE RD,CENTENNIAL,CO,80122",2026-04-01,
065347,"VALLEY VIEW HEALTH CARE CENTER, INC",2120 N 10TH ST,CANON CITY,CO,81212,"2120 N 10TH ST,CANON CITY,CO,81212",2026-04-01,
065351,HOLLY CARE CENTER,320 N 8TH ST,HOLLY,CO,81047,"320 N 8TH ST,HOLLY,CO,81047",2026-04-01,
065354,COLOROW HEALTH CARE LLC,885 S HWY 50 BUSINESS LOOP,OLATHE,CO,81425,"885 S HWY 50 BUSINESS LOOP,OLATHE,CO,81425",2026-04-01,
065355,SHARMAR VILLAGE SENIOR CARE COMMUNITY,1209 W ABRIENDO AVE,PUEBLO,CO,81004,"1209 W ABRIENDO AVE,PUEBLO,CO,81004",2026-04-01,
065356,LIFE CARE CENTER OF COLORADO SPRINGS,2490 INTERNATIONAL CIR,COLORADO SPRINGS,CO,80910,"2490 INTERNATIONAL CIR,COLORADO SPRINGS,CO,80910",2026-04-01,
065358,LIFE CARE CENTER OF WESTMINSTER,7751 ZENOBIA CT,WESTMINSTER,CO,80030,"7751 ZENOBIA CT,WESTMINSTER,CO,80030",2026-04-01,
065360,FOWLER HEALTH CARE,221 2ND ST,FOWLER,CO,81039,"221 2ND ST,FOWLER,CO,81039",2026-04-01,
065361,BROOKSIDE INN,1297 S PERRY ST,CASTLE ROCK,CO,80104,"1297 S PERRY ST,CASTLE ROCK,CO,80104",2026-04-01,
065367,"VILLAGE CARE AND REHABILITATION CENTER, THE",9221 WADSWORTH PKWY,WESTMINSTER,CO,80021,"9221 WADSWORTH PKWY,WESTMINSTER,CO,80021",2026-04-01,
065368,LIFE CARE CENTER OF GREELEY,4800 W 25TH ST,GREELEY,CO,80634,"4800 W 25TH ST,GREELEY,CO,80634",2026-04-01,
065370,LIFE CARE CENTER OF LITTLETON,1500 W MINERAL AVE,LITTLETON,CO,80120,"1500 W MINERAL AVE,LITTLETON,CO,80120",2026-04-01,
065373,BEAR CREEK SENIOR LIVING,1685 S 21ST ST,COLORADO SPRINGS,CO,80904,"1685 S 21ST ST,COLORADO SPRINGS,CO,80904",2026-04-01,
065377,CENTRE AVENUE HEALTH AND REHAB LLC,815 CENTRE AVE,FORT COLLINS,CO,80526,"815 CENTRE AVE,FORT COLLINS,CO,80526",2026-04-01,
065379,ADARA LIVING,12975 SHERIDAN BLVD,BROOMFIELD,CO,80020,"12975 SHERIDAN BLVD,BROOMFIELD,CO,80020",2026-04-01,
065381,GRAND RIVER HEALTH CARE CENTER,701 E 5TH ST,RIFLE,CO,81650,"701 E 5TH ST,RIFLE,CO,81650",2026-04-01,
065382,BROOKDALE SKYLINE,2365 PATRIOT HTS,COLORADO SPRINGS,CO,80904,"2365 PATRIOT HTS,COLORADO SPRINGS,CO,80904",2026-04-01,
065384,Yampa Valley Healthcare Center,943 W 8TH DR,CRAIG,CO,81625,"943 W 8TH DR,CRAIG,CO,81625",2026-04-01,
065386,COLORADO STATE VETERANS NURSING HOME - RIFLE,851 E 5TH ST,RIFLE,CO,81650,"851 E 5TH ST,RIFLE,CO,81650",2026-04-01,
065387,CITY SCAPE REHABILITATION & CARE CENTER LLC,3345 FOREST ST,DENVER,CO,80207,"3345 FOREST ST,DENVER,CO,80207",2026-04-01,
065390,"CENTER AT CENTENNIAL, THE",3490 CENTENNIAL BLVD,COLORADO SPRINGS,CO,80907,"3490 CENTENNIAL BLVD,COLORADO SPRINGS,CO,80907",2026-04-01,
065391,COLORADO VETERANS COMMUNITY LIVING CTR AT HOMELAKE,3749 SHERMAN AVE,MONTE VISTA,CO,81144,"3749 SHERMAN AVE,MONTE VISTA,CO,81144",2026-04-01,
065394,BRUCE MCCANDLESS CO STATE VETERANS NURSING HOME,903 MOORE DR,FLORENCE,CO,81226,"903 MOORE DR,FLORENCE,CO,81226",2026-04-01,
065395,"SUITES AT HOLLY CREEK CARE CENTER, THE",5590 E PEAKVIEW AVE,CENTENNIAL,CO,80121,"5590 E PEAKVIEW AVE,CENTENNIAL,CO,80121",2026-04-01,
065396,TRINIDAD REHABILITATION AND HEALTHCARE CENTER,409 BENEDICTA AVE,TRINIDAD,CO,81082,"409 BENEDICTA AVE,TRINIDAD,CO,81082",2026-04-01,
065397,"GRACE POINTE CONT CARE SR CAMPUS, SKILLED NURSING",1919 68TH AVE,GREELEY,CO,80634,"1919 68TH AVE,GREELEY,CO,80634",2026-04-01,
065398,VI AT HIGHLANDS RANCH SKILLED NURSING,9085 RANCH RIVER CIR,HIGHLANDS RANCH,CO,80126,"9085 RANCH RIVER CIR,HIGHLANDS RANCH,CO,80126",2026-04-01,
065400,LAKEWOOD POST ACUTE AND REHABILITATION,7395 W EASTMAN PL,LAKEWOOD,CO,80227,"7395 W EASTMAN PL,LAKEWOOD,CO,80227",2026-04-01,
065401,LIFE CARE CENTER OF STONEGATE,15720 GARDEN PLAZA DR,PARKER,CO,80134,"15720 GARDEN PLAZA DR,PARKER,CO,80134",2026-04-01,
065403,"CENTER AT LINCOLN, LLC, THE",12230 LIONESS WY,PARKER,CO,80134,"12230 LIONESS WY,PARKER,CO,80134",2026-04-01,
065407,ADVANCED HEALTH CARE OF COLORADO SPRINGS,55 S PARKSIDE DR,COLORADO SPRINGS,CO,80910,"55 S PARKSIDE DR,COLORADO SPRINGS,CO,80910",2026-04-01,
065408,LAKEWOOD VILLA,1625 SIMMS ST,LAKEWOOD,CO,80215,"1625 SIMMS ST,LAKEWOOD,CO,80215",2026-04-01,
065409,CONTINUING CARE AT WIND CREST,3420 MILL VISTA RD,HIGHLANDS RANCH,CO,80129,"3420 MILL VISTA RD,HIGHLANDS RANCH,CO,80129",2026-04-01,
065410,COLUMBINE COMMONS HEALTH AND REHAB LLC,1475 MAIN ST,WINDSOR,CO,80550,"1475 MAIN ST,WINDSOR,CO,80550",2026-04-01,
065411,COTTONWOOD REHABILITATION AND HEALTHCARE CENTER,450 PROSPECTOR AVE,DURANGO,CO,81301,"450 PROSPECTOR AVE,DURANGO,CO,81301",2026-04-01,
065412,"GREEN HOUSE HOMES AT MIRASOL, THE",490 MIRASOL DR,LOVELAND,CO,80537,"490 MIRASOL DR,LOVELAND,CO,80537",2026-04-01,
065413,"CENTER AT CORDERA, LLC, THE",9208 GRAND CORDERA PKWY,COLORADO SPRINGS,CO,80924,"9208 GRAND CORDERA PKWY,COLORADO SPRINGS,CO,80924",2026-04-01,
065414,COAL CREEK POST ACUTE & ASSISTED LIVING,329 EXEMPLA CIR,LAFAYETTE,CO,80026,"329 EXEMPLA CIR,LAFAYETTE,CO,80026",2026-04-01,
065415,PIKES PEAK POST ACUTE,2719 N UNION BLVD,COLORADO SPRINGS,CO,80909,"2719 N UNION BLVD,COLORADO SPRINGS,CO,80909",2026-04-01,
065416,"CENTER AT NORTHRIDGE, LLC, THE",12285 PECOS ST,WESTMINSTER,CO,80234,"12285 PECOS ST,WESTMINSTER,CO,80234",2026-04-01,
065417,"HEALTHCARE RESORT OF COLORADO SPRINGS, THE",2818 GRAND VISTA CIR,COLORADO SPRINGS,CO,80904,"2818 GRAND VISTA CIR,COLORADO SPRINGS,CO,80904",2026-04-01,
065418,FOREST RIDGE HEALTH AND REHAB LLC,16006 W US HIGHWAY 24,WOODLAND PARK,CO,80863,"16006 W US HIGHWAY 24,WOODLAND PARK,CO,80863",2026-04-01,
065419,"CENTER AT LOWRY, LLC",8550 E LOWRY BLVD,DENVER,CO,80230,"8550 E LOWRY BLVD,DENVER,CO,80230",2026-04-01,
065420,CASTLE PEAK SENIOR LIFE AND REHABILITATION,195 FREESTONE RD,EAGLE,CO,81631,"195 FREESTONE RD,EAGLE,CO,81631",2026-04-01,
065424,RIVER VALLEY REHABILITATION AND HEALTHCARE CENTER,1335 6TH ST,DEL NORTE,CO,81132,"1335 6TH ST,DEL NORTE,CO,81132",2026-04-01,
065425,"CENTER AT FORESIGHT LLC, THE",606 FORESIGHT CIR E,GRAND JUNCTION,CO,81505,"606 FORESIGHT CIR E,GRAND JUNCTION,CO,81505",2026-04-01,
065427,"CENTER AT PARK WEST LLC, THE",3727 PARKER BLVD,PUEBLO,CO,81008,"3727 PARKER BLVD,PUEBLO,CO,81008",2026-04-01,
065429,"ACCEL AT LONGMONT HEALTH AND REHAB, LLC",1960 S FORDHAM ST,LONGMONT,CO,80503,"1960 S FORDHAM ST,LONGMONT,CO,80503",2026-04-01,
065431,"CENTER AT CENTERPLACE, LLC, THE",4356 24TH ST RD,GREELEY,CO,80634,"4356 24TH ST RD,GREELEY,CO,80634",2026-04-01,
065432,KATHERINE AND CHARLES HOVER GREEN HOUSES,1425 BELMONT DR,LONGMONT,CO,80503,"1425 BELMONT DR,LONGMONT,CO,80503",2026-04-01,
065435,"AHC OF LAKEWOOD, LLC",11155 W 15TH PL,LAKEWOOD,CO,80215,"11155 W 15TH PL,LAKEWOOD,CO,80215",2026-04-01,
065436,BLUESTEM VILLAGE,1 DARLENE DR,LA JUNTA,CO,81050,"1 DARLENE DR,LA JUNTA,CO,81050",2026-04-01,
06A172,PARK FOREST CARE CENTER LLC,7045 STUART ST,WESTMINSTER,CO,80030,"7045 STUART ST,WESTMINSTER,CO,80030",2026-04-01,
06A173,SEDGWICK COUNTY MEMORIAL NURSING HOME,901 CEDAR ST,JULESBURG,CO,80737,"901 CEDAR ST,JULESBURG,CO,80737",2026-04-01,
06A175,WALSH HEALTHCARE CENTER,150 N NEVADA ST,WALSH,CO,81090,"150 N NEVADA ST,WALSH,CO,81090",2026-04-01,
06A192,CHEYENNE MANOR,561 W 1ST ST N,CHEYENNE WELLS,CO,80810,"561 W 1ST ST N,CHEYENNE WELLS,CO,80810",2026-04-01,
075011,AUTUMN LAKE HEALTHCARE AT WINDSOR,581 POQUONOCK AVE,WINDSOR,CT,6095,"581 POQUONOCK AVE,WINDSOR,CT,06095",2026-04-01,
075034,CAROLTON CHRONIC & CONVALESCENT HOSPITAL INC,400 MILL PLAIN RD,FAIRFIELD,CT,6824,"400 MILL PLAIN RD,FAIRFIELD,CT,06824",2026-04-01,
075044,APPLE REHAB FARMINGTON VALLEY,269 FARMINGTON AVE,PLAINVILLE,CT,6062,"269 FARMINGTON AVE,PLAINVILLE,CT,06062",2026-04-01,
075061,STAMFORD CARE CENTER,53 COURTLAND AVENUE,STAMFORD,CT,6902,"53 COURTLAND AVENUE,STAMFORD,CT,06902",2026-04-01,
075063,AVERY NURSING HOME/NOBLE BUILDING,705 NEW BRITAIN AVE,HARTFORD,CT,6106,"705 NEW BRITAIN AVE,HARTFORD,CT,06106",2026-04-01,
075074,HAVENCARE AT FILOSA,13 HAKIM ST,DANBURY,CT,6810,"13 HAKIM ST,DANBURY,CT,06810",2026-04-01,
075079,NORWICH SUB-ACUTE AND NURSING,93 WEST TOWN STREET,NORWICH,CT,6360,"93 WEST TOWN STREET,NORWICH,CT,06360",2026-04-01,
075089,APPLE REHAB MIDDLETOWN,600 HIGHLAND AVE,MIDDLETOWN,CT,6457,"600 HIGHLAND AVE,MIDDLETOWN,CT,06457",2026-04-01,
075105,Torrington Center For Nursing & Rehabilitation LLC,80 FERN DR,TORRINGTON,CT,6790,"80 FERN DR,TORRINGTON,CT,06790",2026-04-01,
075111,WOLCOTT HALL NURSING CENTER INC,215 FOREST ST,TORRINGTON,CT,6790,"215 FOREST ST,TORRINGTON,CT,06790",2026-04-01,
075113,GREENTREE MANOR NURSING AND REHABILITATION CENTER,4 GREENTREE DRIVE,WATERFORD,CT,6385,"4 GREENTREE DRIVE,WATERFORD,CT,06385",2026-04-01,
075135,MASONICARE HEALTH CENTER,22 MASONIC AVENUE,WALLINGFORD,CT,6492,"22 MASONIC AVENUE,WALLINGFORD,CT,06492",2026-04-01,
075144,Apple Rehab Guilford,10 BOSTON POST RD,GUILFORD,CT,6437,"10 BOSTON POST RD,GUILFORD,CT,06437",2026-04-01,
075146,COMPLETE CARE AT MIDDLEBURY,778 MIDDLEBURY RD,MIDDLEBURY,CT,6762,"778 MIDDLEBURY RD,MIDDLEBURY,CT,06762",2026-04-01,
075153,"VILLA AT STAMFORD, THE",88 ROCKRIMMON ROAD,STAMFORD,CT,6903,"88 ROCKRIMMON ROAD,STAMFORD,CT,06903",2026-04-01,
075158,NEW LONDON SUB-ACUTE AND NURSING,90 CLARK LANE,WATERFORD,CT,6385,"90 CLARK LANE,WATERFORD,CT,06385",2026-04-01,
075159,NORWALK CARE CENTER,23 PROSPECT AVENUE,NORWALK,CT,6850,"23 PROSPECT AVENUE,NORWALK,CT,06850",2026-04-01,
075163,MASONICARE AT BISHOP WICKE HEALTH & REHABILITATION,584 LONG HILL AVE,SHELTON,CT,6484,"584 LONG HILL AVE,SHELTON,CT,06484",2026-04-01,
075182,GRANDVIEW REHABILITATION AND HEALTHCARE CENTER,55 GRAND STREET,NEW BRITAIN,CT,6052,"55 GRAND STREET,NEW BRITAIN,CT,06052",2026-04-01,
075196,HARBOR VILLAGE NORTH HEALTH AND REHABILITATION CEN,78 VIETS ST EXTENSION,NEW LONDON,CT,6320,"78 VIETS ST EXTENSION,NEW LONDON,CT,06320",2026-04-01,
075211,APPLE REHAB ROCKY HILL,45 ELM STREET,ROCKY HILL,CT,6067,"45 ELM STREET,ROCKY HILL,CT,06067",2026-04-01,
075213,CIVITA CARE CENTER AT MILFORD,2028 BRIDGEPORT AVE,MILFORD,CT,6460,"2028 BRIDGEPORT AVE,MILFORD,CT,06460",2026-04-01,
075214,"Portland Care & Rehab Centre, INC",333 MAIN ST,PORTLAND,CT,6480,"333 MAIN ST,PORTLAND,CT,06480",2026-04-01,
075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",61 BELLEVUE AVENUE,BRISTOL,CT,6010,"61 BELLEVUE AVENUE,BRISTOL,CT,06010",2026-04-01,
075231,APPLE REHAB COLCHESTER,36 BROADWAY STREET,COLCHESTER,CT,6415,"36 BROADWAY STREET,COLCHESTER,CT,06415",2026-04-01,
075232,COBALT LODGE HEALTH CARE AND REHABILITATION CENTER,29 MIDDLE HADDAM RD,COBALT,CT,6414,"29 MIDDLE HADDAM RD,COBALT,CT,06414",2026-04-01,
075237,COMPLETE CARE AT KIMBERLY HALL-SOUTH,1 EMERSON DRIVE,WINDSOR,CT,6095,"1 EMERSON DRIVE,WINDSOR,CT,06095",2026-04-01,
075240,COMPLETE CARE AT GLENDALE,4 HAZEL AVE,NAUGATUCK,CT,6770,"4 HAZEL AVE,NAUGATUCK,CT,06770",2026-04-01,
075241,RIVER GLEN HEALTH CARE CENTER,162 SOUTH BRITAIN RD,SOUTHBURY,CT,6488,"162 SOUTH BRITAIN RD,SOUTHBURY,CT,06488",2026-04-01,
075243,"PIERCE MEMORIAL BAPTIST HOME, INC.",44 CANTERBURY ROAD,BROOKLYN,CT,6234,"44 CANTERBURY ROAD,BROOKLYN,CT,06234",2026-04-01,
075244,AVON HEALTH CENTER,652 WEST AVON RD,AVON,CT,6001,"652 WEST AVON RD,AVON,CT,06001",2026-04-01,
075250,PARKVILLE CARE CENTER,5 GREENWOOD STREET,HARTFORD,CT,6106,"5 GREENWOOD STREET,HARTFORD,CT,06106",2026-04-01,
075253,COMPLETE CARE AT HARRINGTON COURT,59 HARRINGTON CT,COLCHESTER,CT,6415,"59 HARRINGTON CT,COLCHESTER,CT,06415",2026-04-01,
075257,"Riverside Health Care Center, Inc.",745 MAIN ST,EAST HARTFORD,CT,6108,"745 MAIN ST,EAST HARTFORD,CT,06108",2026-04-01,
075261,REGENCY HOUSE NURSING AND REHABILITATION CENTER,181 E MAIN ST,WALLINGFORD,CT,6492,"181 E MAIN ST,WALLINGFORD,CT,06492",2026-04-01,
075263,AUTUMN LAKE HEALTHCARE AT CROMWELL,385 MAIN STREET,CROMWELL,CT,6416,"385 MAIN STREET,CROMWELL,CT,06416",2026-04-01,
075268,TRINITY HILL CARE CENTER,151 HILLSIDE AVE,HARTFORD,CT,6106,"151 HILLSIDE AVE,HARTFORD,CT,06106",2026-04-01,
075271,"MYSTIC HEALTHCARE & REHABILITATION CENTER, LLC",475 HIGH ST,MYSTIC,CT,6355,"475 HIGH ST,MYSTIC,CT,06355",2026-04-01,
075272,ST JOSEPH'S RESIDENCE,1365 ENFIELD ST,ENFIELD,CT,6082,"1365 ENFIELD ST,ENFIELD,CT,06082",2026-04-01,
075274,CIVITA CARE CENTER AT DANBURY,107 OSBORNE STREET,DANBURY,CT,6810,"107 OSBORNE STREET,DANBURY,CT,06810",2026-04-01,
075278,WEST HARTFORD HEALTH & REHABILITATION CENTER,130 LOOMIS DR,WEST HARTFORD,CT,6107,"130 LOOMIS DR,WEST HARTFORD,CT,06107",2026-04-01,
075286,CIVITA CARE CENTER AT NEWINGTON,240 CHURCH ST,NEWINGTON,CT,6111,"240 CHURCH ST,NEWINGTON,CT,06111",2026-04-01,
075295,MERIDEN HEALTH AND REHAB,"360 BROAD STREET, STE 1",MERIDEN,CT,6450,"360 BROAD STREET, STE 1,MERIDEN,CT,06450",2026-04-01,
075296,ARK HEALTHCARE & REHABILITATION AT BRANFORD HILLS,189 ALPS ROAD,BRANFORD,CT,6405,"189 ALPS ROAD,BRANFORD,CT,06405",2026-04-01,
075299,CHELSEA PLACE CARE CENTER LLC,25 LORRAINE ST,HARTFORD,CT,6105,"25 LORRAINE ST,HARTFORD,CT,06105",2026-04-01,
075300,APPLE REHAB SHELTON LAKES,5 LAKE ROAD,SHELTON,CT,6484,"5 LAKE ROAD,SHELTON,CT,06484",2026-04-01,
075301,CALEB HITCHCOCK HEALTH CENTER,10 LOEFFLER RD,BLOOMFIELD,CT,6002,"10 LOEFFLER RD,BLOOMFIELD,CT,06002",2026-04-01,
075306,PILGRIM MANOR,52 MISSIONARY RD,CROMWELL,CT,6416,"52 MISSIONARY RD,CROMWELL,CT,06416",2026-04-01,
075316,GLASTONBURY CENTER FOR HEALTH & REHABILITATION,1175 HEBRON AVE,GLASTONBURY,CT,6033,"1175 HEBRON AVE,GLASTONBURY,CT,06033",2026-04-01,
075318,POMPERAUG WOODS HEALTH CENTER,80 HERITAGE RD,SOUTHBURY,CT,6488,"80 HERITAGE RD,SOUTHBURY,CT,06488",2026-04-01,
075320,ARK HEALTHCARE & REHABILITATION AT ST. CAMILLUS,494 ELM ST,STAMFORD,CT,6902,"494 ELM ST,STAMFORD,CT,06902",2026-04-01,
075321,"Saint Josephs Living Center, Inc.",14 CLUB RD,WINDHAM,CT,6280,"14 CLUB RD,WINDHAM,CT,06280",2026-04-01,
075325,"MARY WADE HOME, THE INCORPORATED",118 CLINTON AVE,NEW HAVEN,CT,6513,"118 CLINTON AVE,NEW HAVEN,CT,06513",2026-04-01,
075326,EVERGREEN CENTER FOR HEALTH & REHABILITATION,205 CHESTNUT HILL ROAD,STAFFORD SPRINGS,CT,6076,"205 CHESTNUT HILL ROAD,STAFFORD SPRINGS,CT,06076",2026-04-01,
075327,APPLE REHAB MYSTIC,28 BROADWAY AVE,MYSTIC,CT,6355,"28 BROADWAY AVE,MYSTIC,CT,06355",2026-04-01,
075329,INGRAHAM MANOR REHAB AND NURSING,400 N MAIN ST,BRISTOL,CT,6010,"400 N MAIN ST,BRISTOL,CT,06010",2026-04-01,
075335,BEECHWOOD HEALTH & REHABILITATION CENTER,31 VAUXHALL STREET,NEW LONDON,CT,6320,"31 VAUXHALL STREET,NEW LONDON,CT,06320",2026-04-01,
075337,SILVER SPRINGS CARE CENTER,33 ROY ST,MERIDEN,CT,6450,"33 ROY ST,MERIDEN,CT,06450",2026-04-01,
075338,ARK HEALTHCARE & REHABILITATION AT GOVERNOR'S HO,36 FIRETOWN RD,SIMSBURY,CT,6070,"36 FIRETOWN RD,SIMSBURY,CT,06070",2026-04-01,
075339,LORD CHAMBERLAIN NURSING & REHABILITATION CENTER,7003 MAIN STREET,STRATFORD,CT,6614,"7003 MAIN STREET,STRATFORD,CT,06614",2026-04-01,
075343,JEROME HOME,975 CORBIN AVENUE,NEW BRITAIN,CT,6052,"975 CORBIN AVENUE,NEW BRITAIN,CT,06052",2026-04-01,
075345,APPLE REHAB COCCOMO,33 CONE AVE,MERIDEN,CT,6450,"33 CONE AVE,MERIDEN,CT,06450",2026-04-01,
075347,SUFFIELD HOUSE REHABILITATION AND HEALTHCARE CENTE,1 CANAL ROAD,SUFFIELD,CT,6078,"1 CANAL ROAD,SUFFIELD,CT,06078",2026-04-01,
075348,ADVANCED CENTER FOR NURSING & REHABILITATION,169 DAVENPORT AVENUE,NEW HAVEN,CT,6519,"169 DAVENPORT AVENUE,NEW HAVEN,CT,06519",2026-04-01,
075349,"COOK WILLOW HEALTH & REHABILITATION CENTER, INC.",81 HILLSIDE AVENUE,PLYMOUTH,CT,6782,"81 HILLSIDE AVENUE,PLYMOUTH,CT,06782",2026-04-01,
075350,CIVITA SHERIDEN WOODS,321 STONECREST DRIVE,BRISTOL,CT,6010,"321 STONECREST DRIVE,BRISTOL,CT,06010",2026-04-01,
075352,"Connecticut Baptist Homes, Inc",292 THORPE AVENUE,MERIDEN,CT,6450,"292 THORPE AVENUE,MERIDEN,CT,06450",2026-04-01,
075354,SAINT JOHN PAUL II CENTER,33 LINCOLN AVENUE,DANBURY,CT,6810,"33 LINCOLN AVENUE,DANBURY,CT,06810",2026-04-01,
075355,STONE BRIDGE CENTER FOR HEALTH & REHABILITATION,139 TODDY HILL ROAD,NEWTOWN,CT,6470,"139 TODDY HILL ROAD,NEWTOWN,CT,06470",2026-04-01,
075361,WAVENY CARE CENTER,3 FARM ROAD,NEW CANAAN,CT,6840,"3 FARM ROAD,NEW CANAAN,CT,06840",2026-04-01,
075365,"CURTIS HOME ST ELIZABETH CENTER, THE",380 CROWN STREET,MERIDEN,CT,6450,"380 CROWN STREET,MERIDEN,CT,06450",2026-04-01,
075366,HAMDEN REHABILITATION & HEALTHCARE CENTER,1270 SHERMAN AVE,HAMDEN,CT,6514,"1270 SHERMAN AVE,HAMDEN,CT,06514",2026-04-01,
075367,CIVITA CARE MEADOWBROOK,350 SALMON BROOK STREET,GRANBY,CT,6035,"350 SALMON BROOK STREET,GRANBY,CT,06035",2026-04-01,
075368,"GARDNER HEIGHTS HEALTH CARE CENTER, INC",172 ROCKY REST ROAD,SHELTON,CT,6484,"172 ROCKY REST ROAD,SHELTON,CT,06484",2026-04-01,
075371,Lutheran Home Of Southbury Inc,990 NORTH MAIN STREET,SOUTHBURY,CT,6488,"990 NORTH MAIN STREET,SOUTHBURY,CT,06488",2026-04-01,
075373,CHESHIRE HOUSE HEALTH CARE FACILITY & REHAB CENTER,3396 E MAIN STREET,WATERBURY,CT,6705,"3396 E MAIN STREET,WATERBURY,CT,06705",2026-04-01,
075374,MONSIGNOR BOJNOWSKI MANOR,50 PULASKI STREET,NEW BRITAIN,CT,6053,"50 PULASKI STREET,NEW BRITAIN,CT,06053",2026-04-01,
075375,BRIDE BROOK REHABILITATION & NURSING CENTER,23 LIBERTY WAY,NIANTIC,CT,6357,"23 LIBERTY WAY,NIANTIC,CT,06357",2026-04-01,
075377,CIVITA CARE CENTER AT WEST RIVER,245 ORANGE AVENUE,MILFORD,CT,6460,"245 ORANGE AVENUE,MILFORD,CT,06460",2026-04-01,
075378,LIVEWELL CONNECTICUT,1261 SOUTH MAIN STREET,PLANTSVILLE,CT,6479,"1261 SOUTH MAIN STREET,PLANTSVILLE,CT,06479",2026-04-01,
075379,SHARON CENTER FOR HEALTH & REHABILITATION,27 HOSPITAL HILL ROAD,SHARON,CT,6069,"27 HOSPITAL HILL ROAD,SHARON,CT,06069",2026-04-01,
075380,APPLE REHAB CROMWELL,156 BERLIN ROAD,CROMWELL,CT,6416,"156 BERLIN ROAD,CROMWELL,CT,06416",2026-04-01,
075388,APPLE REHAB AVON,220 SCOVILLE ROAD,AVON,CT,6001,"220 SCOVILLE ROAD,AVON,CT,06001",2026-04-01,
